accuracy,loss,val_accuracy,val_loss,epoch
0.682421863079071,0.6024075150489807,0.7584375143051147,0.5517410039901733,1
0.7633593678474426,0.5383448600769043,0.7731249928474426,0.5225013494491577,2
0.7692187428474426,0.5205789804458618,0.7749999761581421,0.5130144357681274,3
0.7764062285423279,0.513017475605011,0.776562511920929,0.5101621150970459,4
0.7780468463897705,0.5099180340766907,0.7771875262260437,0.5066368579864502,5
0.7789062261581421,0.5076221227645874,0.7815625071525574,0.503130316734314,6
0.783203125,0.5041211247444153,0.7796875238418579,0.5017492175102234,7
0.78515625,0.5024473667144775,0.7818750143051147,0.500895619392395,8
0.7858593463897705,0.5009782314300537,0.7831249833106995,0.5006303191184998,9
0.7881249785423279,0.49880704283714294,0.7871875166893005,0.49650612473487854,10
0.7892968654632568,0.4974571168422699,0.7878124713897705,0.49532729387283325,11
0.7919531464576721,0.4954558312892914,0.7906249761581421,0.49423569440841675,12
0.7931249737739563,0.4943927824497223,0.7931249737739563,0.49364879727363586,13
0.7950780987739563,0.49309322237968445,0.7931249737739563,0.49280625581741333,14
0.7970312237739563,0.4915236234664917,0.7943750023841858,0.49351730942726135,15
0.7975000143051147,0.4897092580795288,0.7981250286102295,0.48983246088027954,16
0.8010156154632568,0.4884376525878906,0.7962499856948853,0.48867902159690857,17
0.803515613079071,0.48609229922294617,0.800000011920929,0.48750194907188416,18
0.8047656416893005,0.4851260483264923,0.8012499809265137,0.4841420352458954,19
0.8060156106948853,0.48321333527565,0.8009374737739563,0.484078973531723,20
0.80859375,0.48155906796455383,0.8050000071525574,0.4824041426181793,21
0.8098437786102295,0.4803231954574585,0.809374988079071,0.47953101992607117,22
0.811718761920929,0.4785761535167694,0.8106250166893005,0.4787523150444031,23
0.813281238079071,0.47782352566719055,0.8028125166893005,0.4790157973766327,24
0.8123437762260437,0.47560638189315796,0.8121874928474426,0.47617867588996887,25
0.8128906488418579,0.47518306970596313,0.8087499737739563,0.4767346680164337,26
0.8154687285423279,0.47361505031585693,0.8137500286102295,0.4742032587528229,27
0.8171093463897705,0.4721713364124298,0.8134375214576721,0.4739399254322052,28
0.8168749809265137,0.47162359952926636,0.8103125095367432,0.47378721833229065,29
0.8187500238418579,0.4705609381198883,0.8121874928474426,0.4740283191204071,30
0.8193749785423279,0.4698943793773651,0.8131250143051147,0.47301173210144043,31
0.8185937404632568,0.46883416175842285,0.8159375190734863,0.46981847286224365,32
0.8205468654632568,0.46718838810920715,0.8149999976158142,0.46969327330589294,33
0.8186718821525574,0.4667559862136841,0.8193749785423279,0.4676782488822937,34
0.8197656273841858,0.46661704778671265,0.8165624737739563,0.4703766107559204,35
0.8203125,0.46543997526168823,0.8125,0.4718340039253235,36
0.8215625286102295,0.46457359194755554,0.8199999928474426,0.4660806953907013,37
0.8207812309265137,0.4637027680873871,0.8199999928474426,0.465977281332016,38
0.8232031464576721,0.46267521381378174,0.817187488079071,0.46890220046043396,39
0.8208593726158142,0.46293389797210693,0.8181250095367432,0.46891796588897705,40
0.8229687213897705,0.4622555077075958,0.8190624713897705,0.4645248055458069,41
0.822265625,0.4610132873058319,0.8187500238418579,0.4680779278278351,42
0.8235156536102295,0.4601578116416931,0.8218749761581421,0.4640023410320282,43
0.8235937356948853,0.4599187970161438,0.8203125,0.4675908386707306,44
0.8217968940734863,0.4596784710884094,0.8215625286102295,0.46259745955467224,45
0.8225781321525574,0.45881927013397217,0.8240625262260437,0.46253570914268494,46
0.823046863079071,0.4584140479564667,0.8228124976158142,0.4621291756629944,47
0.8239843845367432,0.45719340443611145,0.8168749809265137,0.46709808707237244,48
0.8224999904632568,0.45716607570648193,0.8218749761581421,0.4639621675014496,49
0.8241406083106995,0.45681989192962646,0.8237500190734863,0.46172019839286804,50
